Species,OtherName,Foodname
Scolopsis margaritifera,Pearly Monocle Bream/Barned-face Spine-cheek/Blue and Yellow Monocle Bream/Margarite's Spinecheek/Pearly Spinecheek/Rainbow Bream/Barned-face spine-cheek,
Scolopsis meridiana,Sahul Monocle Bream/Sahul monocle bream,
Scolopsis monogramma,Monogrammed Monocle Bream/Barred-face Spine-cheek/Latice Spinecheek/Lattice Monocle Bream/Monogram Spinecheek/Rainbow Bream/Rainbow Monocle Bream/Regal Coral Bream/Threadfin Monocle Bream/barred-face spine-cheek/ monogrammed monocle bream/ rainbow bream/ threadfin monocle bream/barred-face spine-cheek,
Scolopsis taeniata,Black-streaked monocle bream/black-streaked monocle bream,
Scolopsis taenioptera,Lattice Monocle Bream/Redspot Monacle Bream/Red-spot Monocle Bream/Red-spot Spinecheek/Two-spot Monocle Bream/Yellow-streaked Monocle-bream/lattice monocle bream,
Scolopsis temporalis,Bald-spot Monocle Bream/Bald-spot Spinecheek/Rainbow Monacle Bream/barred-face spinecheek/ bald-spot monocle bream/bald-spot monocle bream,
Scolopsis trilineata,Three-lined Monocle Bream/Threelined Spinecheek/Three-line Monocle-bream/Three-line Spinecheek/three-lined monocle bream,
Scolopsis vosmeri,Whitecheek monocle bream/whitecheeked monocle-bream/ whitecheek monocle-bream/whitecheek monocle-bream,
Scolopsis xenochrous,Oblique-barred Monocle Bream/Pearl-streaked Monocle Bream/oblique-barred monocle bream/oblique-barred monocle bream,
Scolymus hispanicus,Golden thistle/common golden thistle/Spanish oyster thistle/Golden Thistle,
Scomber australasicus,Blue mackerel/Japanese mackerel/Pacific mackerel/slimy mackerel/spotted chub mackerel/Japanese mackerel/ slimy mackerel/ spotted chub mackerel/ spotted mackerel/ blue mackerel/ caballa pintoja/ maquereau tacheté/ macarela pintoja/Blue mackerel,
Scomber colias,Atlantic chub mackerel/Tinker mackerel/Altantic chub mackerel/ bullseye hardhead/ macarela estornino/ Atlantic chub mackerel/ maquereau blanc/Altantic Chub Mackerel,
Scomber japonicus,Pacific chub mackerel/chub mackerel/Pacific mackerel/chub mackerel/ Pacific mackerel/ common mackerel/ estornino/ maquereau Espagnol/ maquereau blanc/ macarela estornino/ Pacific chub mackerel/Big-eyed mackerel,
Scomber scombrus,Atlantic mackerel/Boston mackerel/Norwegian mackerel/Scottish mackerel/just mackerel/Atlantic mackerel/ caballa del Atlántico/ maquereau commun/ maquereau bleu/Atlantic Mackerel,
Scomberesox saurus,Atlantic saury/Atlantic saury/ balaou/ sauro atlántico/ skipper garfish/Atlantic Needlefish,
Scomberoides commersonnianus,Talang queenfish/giant dart/giant leatherskin/giant queenfish/largemouth queenfish/leatherjacket/leatherskin/Talang leatherskin/largemouth queenfish/Doubledotted queenfish,
Scomberoides lysan,Doublespotted queenfish/largemouthed leatherskin/Blacktip leatherskin,
Scomberoides tala,Barred Queenfish/deep queenfish/Barred queenfish,
Scomberoides tol,Needlescaled queenfish/slender queenfish/needleskin queenfish/slender leatherskin/slender queenfish/Blackfin queenfish,
Scomberomorus brasiliensis,Serra Spanish mackerel/serro Spanish mackerel/ serra Spanish mackerel/ serra/ thazard tacheté du sud/ serra/Atlantic Spanish mackerel,
Scomberomorus cavalla,King mackerel/Scombermorus cavalla/King mackerel/king mackerel/ carite lucio/ thazard serra/ sierra/ carito/King Mackerel,
Scomberomorus commerson,Narrow-barred Spanish mackerel/narrow-barred spanish mackerel/ Spanish mackerel/ carite estriado/ thazard rayé/Barred Spanish mackerel,
Scomberomorus concolor,Monterrey Spanish Mackerel/Gulf Sierra/Gulf sierra/ Monterey Spanish mackerel/ carite de Monterey/ thazard de Monterey/ sierra golfina/Gulf sierra,
Scomberomorus guttatus,Indo-Pacific king mackerel/seer fish/Indo-Pacific king mackerel/ spotted Spanish mackerel/ carite del Indo-Pacifico/ spotted seerfish/ thazard ponctué/Indian Spanish mackerel,
Scomberomorus koreanus,Korean Seerfish/Korean mackerel/ Korean seerfish/ carite Coreano/ thazard Coréen/Compressed mackerel,
Scomberomorus lineolatus,Streaked seerfish/streaked seerfish/ streaked Spanish mackerel/ queen mackerel/ carite rayado/ thazard cirrus/Queen mackerel,
Scomberomorus maculatus,Atlantic Spanish mackerel/Scombermorus maculatus/Atlantic Spanish mackerel/Atlantic Spanish mackerel/ Spanish mackerel/ carite Atlántico/ thazard Atlantique/ serrucho/ sierra común/Atlantic spanish mackerel,
Scomberomorus multiradiatus,Papuan Seerfish/Papuan seerfish/ carite Papuense/ thazard Papou/Papuan Spanish mackerel,
Scomberomorus munroi,Spotted Mackerel/Australian/Australian spotted mackerel/ Australian seerfish/ cariet Australiano/ thazard Australien/Australian seerfish,
Scomberomorus niphonius,Japanese Spanish mackerel/Japanese seer fish/Japanese Spanish mackerel/ carite oriental/ Japanese seerfish/ thazard oriental/Japanese Spanish mackerel,
Scomberomorus plurilineatus,Queen Mackerel/Kanadi kingfish/ carite Canadi/ Kanadi seerfish/ thazard Kanadi/Indo-Pacific king mackerel,
Scomberomorus queenslandicus,School Mackerel/broadbarred king mackerel/ Queensland school mackerel/ blotched mackerel/ doggie mackerel/ carite de Queensland/ Queensland mackerel/ thazard du Queensland/Blotched mackerel,
Scomberomorus regalis,Cero/pintado/kingfish/cero mackerel/cerite/painted mackerel/cero/ painted mackerel/ carite chinigua/ thazard franc/ pintada/ sierra/Cero,
Scomberomorus semifasciatus,Broad-barred king mackerel/broadbarred king mackerel/grey mackerel/broadbarred mackerel/ broadbanded mackerel/ brownie/ grey mackerel/ broadbarred king mackerel/ carite tigre/ thazard tigre/Broad-barred king mackerel,
Scomberomorus sierra,Pacific sierra/Mexican sierra/Mexican sierra/ Pacific sierra/ carite sierra/ thazard sierra/ sierra del Pacífico/Pacific sierra,
Scomberomorus sinensis,Chinese Seerfish/Chinese mackerel/ Chinese seerfish/ carite indochino/ thazard nébuleux/Chinese seerfish,
Scomberomorus tritor,West African Spanish mackerel/West African Spanish mackerel/ carite lusitánico/ thazard blanc/ West African mackerel/West African Spanish mackerel,
Scombrops boops,Gnomefish/Gnomefish,
Scopelogadus beanii,/Bean's bigscale/Bean's bigscale,
Scophthalmus aquosus,Windowpane flounder/windowpane/ brill/ sand dab/ spotted flounder/ turbot de sable/ Windowpane/Brill,
Scophthalmus maximus,Turbot/turbot/Breet,
Scophthalmus rhombus,Brill/brill/Brill,
Scorpaena agassizii,Longfin Scorpionfish/longfin scorpionfish/ escorpión aleta larga/Longfin scorpionfish,
Scorpaena angolensis,Angola rockfish/scorpionfish/Angola rockfish,
Scorpaena azorica,/,
Scorpaena brasiliensis,Barbfish/barbfish/ goosehead scorpionfish/ rascacio ganso/ escorpión pardo/Barbfish,
Scorpaena calcarata,Smooth-head Scorpionfish/Red Scorpionfish/Smoothhead Scorpionfish/smoothhead scorpionfish/ rascacio pelón/ escorpión pelón/Red scorpionfish,
Scorpaena canariensis,/,
Scorpaena cardinalis,Eastern Red Scorpionfish/Cardinal Scorpionfish/Cook's Scorpionfish/Northern Scorpionfish/Red Scorpion-cod	/Red Scorpion Fish/red rock cod/ red scorpionfish/Billy bougain,
Scorpaena dispar,Hunchback Scorpionfish/hunchback scorpionfish/ escorpión jorobado/Hunchback scorpionfish,
Scorpaena elongata,Slender rockfish/Slender rockfish,
Scorpaena guttata,/California scorpionfish/ finscaled scoprionfish/ escorpión californiano/California scorpionfish,
Scorpaena histrio,Player scorpionfish/escorpión juguetón/ player scorpionfish/Dark blotch scorpionfish,
Scorpaena isthmensis,Smooth-cheek Scorpionfish/Smoothcheek Scorpionfish/smoothcheek scorpionfish/ escorpión mejilla lisa/Smooth-cheek scorpionfish,
Scorpaena laevis,Senegalese Rockfish/Senegalese rockfish,
Scorpaena maderensis,Madeira Rockfish/Madeira Rock-fish/Madeira rock-fish,
Scorpaena mystes,Pacific Spotted Scorpionfish/Stone Scorpionfish/lapon/ stone scorpionfish/ escorpión roquero/Pacific spotted scorpionfish,
Scorpaena normani,Normanâ€™s Scorpionfish/Norman's rockfish,
Scorpaena notata,Small red scorpionfish/scorpionfish/Small red scorpionfish,
Scorpaena onaria,Western Scorpionfish/Neglected Scorpionfish/Neglected scorpionfish,
Scorpaena plumieri,Spotted Scorpionfish/Pacific/spotted scorpionfish/ rascacio multicolor/ escorpión negro/Barbfish,
Scorpaena porcus,Black scorpionfish/European scorpionfish/small-scaled scorpionfish/Black scorpionfish,
Scorpaena scrofa,Red scorpionfish/bigscale scorpionfish/large-scaled scorpion fish/rascasse/bigscale scorpionfish/ orange scorpionfish/Large-scaled scorpion fish,
Scorpaena stephanica,Spotted-fin rockfish/Red scorpionfish,
Scorpaenichthys marmoratus,Cabezon/cabezon/ giant marbled sculpin/Bullhead,
Scorpaenopsis cacopsis,Jenkin's Scorpionfish/Red Nohu/Titan Scorpionfish	/Uglyface Scorpionfish/nohu 'omakaha/Jenkin's scorpionfish,
Scorpaenopsis lactomaculata,/Whiteblotched scorpionfish,
Scorpaenopsis oxycephala,Tasseled Scorpionfish/Smallscale Scorpionfish/Small-scale scorpionfish,
Scorpis violacea,Blue maomao/violet sweep/blue sweep/hardbelly/Blue maomao,
Scortum barcoo,Barcoo grunter/jade perch/Barcoo grunter,
Scortum hillii,/Green-hide jack,
Scorzonera cana,/,
Scotopelia ussheri,Rufous Fishing-owl/Rufous Fishing Owl/Rufous Fishing-Owl/Ussher's Fishing Owl/Rufous Fishing Owl/Rufous Fishing-Owl,
Scotophilus robustus,Robust Yellow Bat/Robust Yellow Bat/ Robust House Bat/Robust Yellow Bat,
Scriptaphyosemion brueningi,/lyretail panchax/Bruening's killi,
Scriptaphyosemion chaytori,/,
Scriptaphyosemion etzeli,/,
Scriptaphyosemion liberiense,/,
Scrobicularia plana,Peppery furrow/peppery furrow clam,
Scutia myrtina,Cat Thorn/cat-thorn/,
Scuticaria tigrina,Spotted Snake Moray/Spotted Eel/Tiger Moray Eel/Tiger Reef-eel/Tiger Snake Moray/tiger reef eel/ morena atigrada/Spotted eel,
Scyliorhinus canicula,Small-spotted catshark/small-spotted catshark/Dogfish,
Scyliorhinus cervigoni,West African Catshark/west african catshark/Nurse hound,
Scyliorhinus haeckelii,Freckled Catshark/freckled catshark/ freckled cat shark/Boa catshark,
Scyliorhinus stellaris,Nursehound/sandy dogfish/lesser-spotted dogfish/rough-hound or morgay/nursehound/Bull huss,
Scylla olivacea,Orange mud crab/,
Scylla paramamosain,Green mud crab/mud crab/,
Scylla serrata,Indo-Pacific swamp crab/Giant Mud Crab/Mangrove Crab/giant mud crab/Samoan crab,
Scylla tranquebarica,Purple mud crab/mud crab/,
Scyllarides aequinoctialis,Spanish slipper lobster/spanish lobster/Spanish slipper lobster/Spanish slipper lobster,
Scyllarides astori,GalÃ¡pagos Slipper Lobster/Galapagos slipper lobster/Galapagos slipper lobster,
Scyllarides brasiliensis,Brazilian Slipper Lobster/Brazilian slipper lobster/Brazilian slipper lobster,
Scyllarides deceptor,Hooded Slipper Lobster/hooded slipper lobster/hooded slipper lobster,
Scyllarides delfosi,Three-spot Slipper Lobster/three-spot slipper lobster/three-spot slipper lobster,
Scyllarides elisabethae,Cape Slipper Lobster/cape slipper lobster/cape slipper lobster,
Scyllarides haanii,Aesop Slipper Lobster/Aesop slipper lobster/Aesop slipper lobster,
Scyllarides herklotsii,Red Slipper Lobster/red slipper lobster/red slipper lobster,
Scyllarides latus,Mediterranean slipper lobster/Mediterranean slipper lobster/Mediterranean slipper lobster,
Scyllarides nodifer,Ridged slipper lobster/ridged slipper lobster/ridged slipper lobster,
Scyllarides obtusus,/,
Scyllarides squammosus,Blunt slipper lobster/blunt slipper lobster/ ula-päpapa/blunt slipper lobster,
Scyllarides tridacnophaga,Clamkiller Slipper Lobster/clamkiller slipper lobster/clamkiller slipper lobster,
Scyllarus arctus,Lesser slipper lobster/small European locust lobster/small European locust lobster,
Scylliogaleus quecketti,Flapnose Houndshark/flapnose houndshark/Flapnose houndshark,
Scymnodon ringens,Knifetooth dogfish/knifetooth dogfish/Knifetooth dogfish,
Scytopetalum tieghemii,/,
Searsia lancea,Karee/Rhus lancea/African sumac/karee/karree/willow rhus/Cashew,
Searsia marlothii,Bitter Karee/Bitter Karee,
Searsia parviflora,/,
Searsia pyroides,/,
Searsia rehmanniana,Fruit flesh/Rhus macowanii/,
Searsia retinorrhoea,White karee/Rhus viminalis/,
Searsia undulata,Kuni-bush/Rhus undulata/Namaqua kunibush,
Sebastes aleutianus,Rougheye rockfish/rougheye rockfish/Blacktip rockfish,
Sebastes alutus,Pacific ocean perch/blackthroat rockfish/rougheye seaperch/blacktip seaperch/longlife seaperch/blacktip rockfish/Pacific ocean perch/Black bass,
Sebastes auriculatus,Brown rockfish/brown seaperch/chocolate bass/brown bass/brown bomber/brown rockfish/ rocote moreno/Bolina,
Sebastes aurora,Aurora rockfish/aurora rockfish/Aurora rockfish,
Sebastes babcocki,Redbanded rockfish/bandit/barber pole/flag rockfish/Spanish flag/Hollywood/convict/canary/redbanded rockfish/Bandit,
Sebastes brevispinis,Silvergray rockfish/silvergray rockfish/Rock cod,
Sebastes capensis,Cape redfish/false jacopever/Cape redfish,
Sebastes carnatus,Gopher rockfish/gopher sea perch/gopher rockfish/ rocote amarillo/Gopher rockfish,
Sebastes caurinus,Copper rockfish/copper rockfish/ rocote cobrizo/Copper rockfish,
Sebastes cheni,Japanese white seaperch/Japanese blueback seaperch/,
Sebastes chlorostictus,Greenspotted rockfish/greenspotted rockfish/ rocote verde/Greenspotted rockfish,
Sebastes constellatus,Starry rockfish/spotted corsair/spotted rockfish/chinafish/red rock cod/starry rockfish/ rocote estrellado/Rockfish,
Sebastes crameri,Darkblotched rockfish/darkblotched rockfish/Blackblotched rockfish,
Sebastes diploproa,Splitnose rockfish/splitnose rockfish/ rocote doble hocico/Lobe-jawed rockfish,
Sebastes elongatus,Greenstriped rockfish/striped rockfish/strawberry rockfish/poinsettas/reina/serena/greenstriped rockfish/ rocote reina/Greenstripe rockfish,
Sebastes entomelas,Widow rockfish/brown bomber/widow rockfish/ rocote viuda/Brown bomber,
Sebastes fasciatus,Acadian redfish/Atlantic redfish/Acadian redfish/ Labrador redfish/ Acadian rockfish/ sébaste acadien/,
Sebastes flavidus,Yellowtail rockfish/yellowtail seaperch/yellowtail rockfish/Greenie,
Sebastes goodei,Chilipepper rockfish/chilipepper/chilipepper/ rocote pimienta/Chilipepper,
Sebastes inermis,Japanese red seaperch/black rockfish/red seaperch/dark-banded rockfish/Dark-banded rockfish,
Sebastes iracundus,Angry rockfish/ocean perch/sea perch/redfish/Angry rockfish,
Sebastes jordani,Shortbelly rockfish/shortbelly rockfish/ rocote pancita/Rock cod,
Sebastes levis,Cowcod/cow rockfish/cowcod/ rocote vaquilla/Cow rockfish,
Sebastes melanops,Black rockfish/black seaperch/black bass/black rock cod/sea bass/black snapper/Pacific Ocean perch/black rockfish/Black bass,
Sebastes melanostomus,Blackgill rockfish/blackgill rockfish/ rocote agalla negra/Blackgill rockfish,
Sebastes mentella,Beaked redfish/deepwater redfin/ocean perch/Atlantic redfish/Norway haddock/red perch/golden redfish/hemdurgan/deepwater redfish/ deepwater rockfish/ sébaste atlantique/Atlantic ocean perch,
Sebastes miniatus,Vermilion rockfish/vermilion seaperch/red snapper/red rock cod/rasher/vermilion rockfish/ rocote bermejo/Rock cod,
Sebastes mystinus,Blue rockfish/blue seaperch/blue rockfish/ rocote azul/Blue rockfish,
Sebastes nebulosus,China rockfish/yellowstripe rockfish/yellowspotted rockfish/China rockfish/China rockfish,
Sebastes norvegicus,Golden redfish/rose fish/rock fish/ocean perch/Atlantic redfish/Norway haddock/golden redfish/pinkbelly rosefish/bergylt/golden redfish/ sébaste orangé/Atlantic Ocean Perch,
Sebastes oculatus,Patagonian redfish/cabrilla/Blackbelly rosefish,
Sebastes paucispinis,Bocaccio rockfish/bocaccio/ rocote bocaccio/Bocaccio,
Sebastes pinniger,Canary rockfish/Bocaccio/Rock Salmon/Salmon Rockfish/Pacific Red Snapper/Pacific Snapper/Oregon Red Snapper/Oregon Snapper/Longjaw/ Merou/Jack/ Snapper/Rock Cod/Rockfish/canary rockfish/ rocote canario/Canary rockfish,
Sebastes proriger,Redstripe rockfish/redstripe rockfish/Redstripe rockfish,
Sebastes reedi,Yellowmouth rockfish/yellowmouth rockfish/Rock cod,
Sebastes rosaceus,Rosy rockfish/rosy rockfish/ rocote rosado/Rockfish,
Sebastes ruberrimus,Yelloweye rockfish/rasphead rockfish/ yelloweye rockfish/ rocote ojo amarillo/Rasphead rockfish,
Sebastes rufus,Bank rockfish/bank rockfish/ rocote rojo/Bank rockfish,
Sebastes saxicola,Stripetail rockfish/stripetail rockfish/ rocote cola listada/Olive-backed rockfish,
Sebastes schlegelii,Korean rockfish/Sebastes schlegeli/Korean rockfish/northern black seaperch/black rockfish/Korean rockfish,
Sebastes serranoides,Olive rockfish/olive rockfish/ rocote falsa cabrilla/Olive rockfish,
Sebastes serriceps,Treefish/treefish/ rocote presidiario/Rockfish,
Sebastes viviparus,Norway redfish/small redfish/lesser redfish/Norway haddock/ocean perch/rosefish/Norway haddock/ redfish/Norway haddock,
Sebastes zacentrus,Sharpchin rockfish/sharpchin rockfish/Big-eyed rock-fish,
Sebastiscus marmoratus,Marbled rockfish/Scorpionfish/False kelpfish,
Sebastolobus alascanus,Shortspine thornyhead/channel rockcod/shortspine channel rockfish/spinycheek rockfish/shortspine thornyhead/ chancharro alacrán/Shortspine Thornyhead,
Sebastolobus altivelis,Longspine thornyhead/longspine thornyhead/ chancharro espinoso/Idiotfish,
Sebastolobus macrochir,Kichiji rockfish/Thornyhead/broadfin thorny head/broadbanded thornyhead/ broadfin thornyhead/Short-spined thorny-head,
Secale cereale,Rye/cereal rye/ cultivated rye/ rye/ cultivated annual rye/ common rye/Rye,
Sechium edule,Chayote/mirliton/choko/chayote/Chayote,
Sectoria atriceps,/,
Sectoria heterognathos,/,
Securicula gora,/Gora-chela,
Secutor hanedai,/Haneda's Ponyfish,
Secutor insidiator,Pugnose ponyfish/barred ponyfish/slenderbarred ponyfish/ slenderbarred ponyfish/Barred ponyfish,
Selar boops,Oxeye scad/Oxeye scad,
Selar crumenophthalmus,Bigeye scad/bigeye scad/ chicharro/ charrito ojón/Big Eye Scad,
Selaroides leptolepis,Yellowstripe scad/yellowstripe trevally/yellow-banded trevally/smooth-tailed trevally/slender-scaled trevally/slender trevally/thinscaled trevally/Bigeye scad,
Selene brevoortii,Hairfin lookdown/airfin lookdown/Mexican lookdown/Pacific lookdown/jorobado mexicano/ Mexican lookdown/Airfin lookdown,
Selene brownii,Full Moonfish/Caribbean Moonfish/Caribbean moonfish/ jorobado luna/Caribbean moonfish,
Selene dorsalis,African moonfish/pampano/African lookdown,
Selene orstedii,Mexican moonfish/moonfish/ dollarfish/ jorobado carite/ Mexican moonfish/Mexican moonfish,
Selene peruviana,Peruvian moonfish/Pacific moonfish/Pacific moonfish/ jorobado papelillo/Jack,
Selene setapinnis,Atlantic moonfish/Atlantic moonfish/ cara de caballo/ jorobado caballa/Atlantic Moonfish,
Selene vomer,Lookdown/lookdown/ jorobado/ jorobado penacho/Dollarfish,
Selenicereus grandiflorus,Queen of the Night/queen of the night/ Pitayita-nocturna reina de la noche/Night-Blooming Cereus,
Selenicereus spinulosus,Vinelike Moonlight Cactus/Nightblooming Cereus/Pitayita-nocturna Espinosa/vinelike moonlight cactus/ nightblooming cereus/ Pitayita-nocturna espinosa/vine-like moonlight cactus,
Selenipedium chica,Beautiful Selenipedium/Beautiful Selenipedium,
Selenipedium vanillocarpum,/,
Selenotoca multifasciata,Striped Scat/banded scat/ butterfish/Banded scat,
Semaprochilodus brama,/,
Semaprochilodus insignis,Kissing prochilodus/flag-tailed prochilodus/Flagtail prochilodus,
Semaprochilodus kneri,/,
Semaprochilodus laticeps,/,
Semaprochilodus taeniurus,/Silver prochilodus,
Semaprochilodus varii,Flag-Tailed Prochilodus/Flag-Tailed Prochilodus,
Semecarpus anacardium,/markingnut tree/marking nut-tree,
Semecarpus cassuvium,/,
Semele solida,Chilean semele/,
Semibalanus balanoides,/Acorn barnacle/Acorn Barnacle,
Semicassis granulata,Scotch bonnet/grooved helmet,
Semicassis saburon,Saburon helmet/,
Semicossyphus darwini,/Galápagos sheephead wrasse,
Semicossyphus pulcher,California sheephead/California sheephead/ vieja californiana/California sheephead,
Semilabeo notabilis,/,
Semilabeo obscurus,/Dusky labiate-barbel,
Semirossia equalis,/greater bobtail squid,
Semirossia tenera,/Atlantic bob-tailed squid,
Semnopithecus entellus,Northern Plains Gray Langur/Bengal Hanuman Langur/Hanuman langur/ Bengal Sacred Langur/ Northern Plains Gray Langur/northern plains gray langur,
Semnopithecus hypoleucos,Black-footed Gray Langur/Dark-legged Malabar Langur/Malabar Sacred Langur/Malabar Sacred Langur/ Black-footed Gray Langur/Malabar Sacred Langur,
Semnopithecus johnii,Nilgiri Langur/Black Leaf Monkey/Hooded Leaf Monkey/Indian Hooded Leaf Monkey/John's Langur/Johnâ€™s Langur/Nilgiri Black Langur/Nilgiri Leaf Monkey/Nilgiri Langur/ Hooded Leaf Monkey/Nilgiri langur,
Semnopithecus priam,Tufted Gray Langur/Coromandel Sacred Langur/Madras Grey Langur/Tufted Gray Langur/Tufted Gray Langur,
Semnopithecus schistaceus,Nepal Gray Langur/Central Himalayan Langur/Nepal Sacred Langur/ Nepal Gray Langur/Nepal Sacred Langur,
Semnopithecus vetulus,Purple-faced Langur/Purple-faced Leaf Monkey/Purple-faced Langur/ Purple-faced Leaf Monkey/purple-faced langur,
Sempervivum marmoreum,Houseleek/Houseleek,
Senecio condimentarius,/,
Senegalia ankokib,/,
Senegalia catechu,Black Cutch/Black catechu/Catechu/Cutch tree/catechu,
Senegalia laeta,/,
Senegalia mellifera,/hookthorn,
Senna occidentalis,Coffee Senna/Ant Bush/Arsenic Bush/Birds Beak/Coffee weed/Nigerian senna/Septicweed/Sickle pod/Stinking pea/Stinking weed/Stink weed/Styptic weed/Wild French guava/coffee senna/ septicweed/Septicweed,
Senna siamea,Pheasantwood/Siamese cassia/Siamese cassia,
Sepia bertheloti,African cuttlefish/African cuttlefish,
Sepia brevimana,/Shortclub cuttlefish,
Sepia dollfusi,/,
Sepia elobyana,/Guinean cuttlefish,
Sepia furcata,/,
Sepia hierredda,/Giant African cuttlefish,
Sepia hirunda,/,
Sepia murrayi,/Frog cuttlefish,
Sepia officinalis,Common cuttlefish/European common cuttlefish/Common cuttlefish,
Sepia prabahari,/Small striped cuttlefish,
Sepia savignyi,/Broadback cuttlefish,
Sepia subtenuipes,/,
Sepia sulcata,/Grooved cuttlefish,
Sepia vecchioni,/,
Sepia vermiculata,/Patchwork cuttlefish,
Sepia vietnamica,/Viet Nam cuttlefish,
Sepia vossi,/Voss' cuttlefish,
Sepia whitleyana,/Whitley’s cuttlefish,
Sepia zanzibarica,/Zanzibar cuttlefish,
Sepiella cyanea,/,
Sepiella inermis,/Spineless cuttlefish,
Sepiella japonica,/Japanese spineless cuttlefish,
Sepiella ornata,/Ornate cuttlefish,
Sepiella weberi,/Web’s cuttlefish,
Sepietta neglecta,/elegant bobtail,
Sepietta oweniana,Common bobtail squid/common bobtail,
Sepietta petersi,/,
Sepiola affinis,/Analogous bobtail squid,
Sepiola atlantica,/Atlantic bobtail,
Sepiola intermedia,/Intermediate bobtail squid,
Sepiola robusta,/robust bobtail,
Sepiola rondeletii,Dwarf bobtail squid/Dwarf bobtail/Rondelet's bobtail,
Sepioteuthis australis,Southern Calamari/southern reef squid,
Sepioteuthis lessoniana,Bigfin reef squid/glitter squid/oval squid/Bigfin Reef Squid,
Sepioteuthis sepioidea,Caribbean Reef Squid/Caribbean reef squid/Atlantic oval squid,
Septaria lineata,/,
Serapias neglecta,Neglected Serapias/Scarce Tongue-orchid,
Serapias nurrica,/Sérapias de la Nurra,
Serenoa repens,Saw palmetto/saw palmetto/saw-palmetto,
Sericulus bakeri,Fire-maned Bowerbird/Adelbert Bowerbird/Adelbert Regent Bowerbird/Fire-maned Bowerbird/Fire-maned Bowerbird,
Serilophus lunatus,Silver-breasted Broadbill/Silver-breasted Broadbill/Silver-breasted Broadbill,
Serinus pusillus,Red-fronted Serin/Fire-fronted Serin/Red-fronted Serin/Red-fronted Serin,
Serinus serinus,European Serin/Serin/European Serin/European Serin,
Seriola carpenteri,Guinean amberjack/Guinean amberjack,
Seriola dumerili,Greater amberjack/allied kingfish/great amberfish/greater yellowtail/jenny lind/purplish amberjack/reef donkey/yellowtail/yellow trevally/greater amberjack/ coronado de ley/ medregal coronado/Greater amberjack,
Seriola fasciata,Lesser amberjack/false amberjack/little amberjack/lesser amberjack/ medregal/ medregal listado/Lesser amberjack,
Seriola lalandi,Yellowtail amberjack/yellowtail kingfish/hiramasa/great amberjack/great amberjack/ yellowtail/ medregal rabo amarillo/ yellowtail jack/Albacore,
Seriola peruana,Fortune jack/darkfin amberjack/fortune jack/ medregal fortuno/Darkfin amberjack,
Seriola quinqueradiata,Japanese amberjack/yellowtail/Seriola quinqueradiata/Amberjack,
Seriola rivoliana,Longfin yellowtail/almaco/silvercoat jack/deep-water/falcate/European/highfin amberjack/rock salmon/longfin/yellow kingfish/almaco jack/ Pacific amberjack/ coronado/ medregal limón/Almaco jack,
Seriola zonata,Banded rudderfish/slender amberjack/banded mackerel/shark pilot/banded rudderfish/ banded rubberfish/ sériole à ceintures/ coronado de bandas/ medregal rayado/Amberjack,
Seriolella brama,Common warehou/blue warehou/whario/ whario/Blue warehou,
Seriolella caerulea,White warehou/Seriolella caerulea/Silver warehou,
Seriolella porosa,Choicy ruff/silver warehou/ silver warehou/Choicy ruff,
Seriolella punctata,Silver warehou/Seriolella punctata/silverfish/ silverfish/Mackerel trevalla,
Seriolina nigrofasciata,Blackbanded trevally/blackbanded amberjack/Amberjack,
Seriphus politus,Queen croaker/queenfish/queenfish/ corvineta reina/Drum,
Serpenticobitis octozona,/,
Serpenticobitis zonata,/,
Serranochromis angusticeps,Thinface Cichlid/Speckleface Bream/Thinface Bream/Thinface Largebream/Thinface Largemouth/Speckleface bream,
Serranochromis jallae,Yellowbelly Bream/Robbie/Upper Zambezi nembwe/Nembwe,
Serranochromis macrocephalus,Purpleface Largemouth/Purpleface largemouth,
Serranochromis robustus,Yellow-belly bream/Nembwe,
Serranochromis spei,/,
Serranochromis stappersi,/,
Serranochromis thumbergi,Brownspot Largemouth/Brownspot largemouth,
Serranus accraensis,/Ghanean comber,
Serranus atricauda,Blacktail comber/Blacktail comber,
Serranus cabrilla,Comber/Comber,
Serranus hepatus,Brown comber/Brown comber,
Serranus huascarii,Flag serrano/flag serrano/ serrano bandera/Flag serrano,
Serranus sanctaehelenae,/Deepwater Brown Mullet,
Serranus scriba,Painted comber/painted comber/ lettered perch/Painted comber,
Serranus subligarius,Belted sandfish/dwarf sea bass/stubby sea bass/belted sandfish/ serrano leopardo/ serrano aporreado/Belted Sandfish,
Serrasalmus altuvei,/,
Serrasalmus humeralis,/Pirambeba,
Serrasalmus irritans,/,
Serrasalmus medinai,/,
Serrasalmus sanchezi,/,
Sesamothamnus busseanus,/,
Sesamum indicum,Sesame/benne/sesame/sesame,
Sesbania bispinosa,Sesbania Pea/dunchi fiber/prickly sesban,
Sesbania grandiflora,Sesbania/Karturai/Cork wood/vegetable hummingbird/Vegetable hummingbird,
Sesbania javanica,/sesbania-pea,
Sesbania sesban,Egyptian Sesban/Egyptian riverhemp/Egyptian riverhemp,
Sesuvium portulacastrum,Shoreline Purslane/Sea Purslane/shoreline seapurslane/ cencilla/shoreline sea-purslane,
Setarches guentheri,Deepwater Scorpionfish/Channeled Rockfish/deepwater scorpionfish/ raspacio cabezirecto/Channeled rockfish,
